id,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,brand_new_vehicles,pre_owned_vehicles,category_non_transport,category_transport,district,mmm,quarter,fiscal_year
424,2020-06-01,3621,698,4,4,3547,88,28,274,390,4189,113,25,4267,60,3921,406,Mahabubabad,Jun,Q1,2020
425,2020-06-01,5827,921,6,10,5483,472,52,463,294,6196,483,85,6593,171,6446,318,Khammam,Jun,Q1,2020
426,2020-06-01,2250,549,0,0,2167,101,24,238,269,2666,115,18,2720,79,2524,275,Medak,Jun,Q1,2020
427,2020-06-01,5532,815,16,7,5233,374,72,332,359,5912,421,37,6284,86,5967,403,Nizamabad,Jun,Q1,2020
428,2020-06-01,5636,419,6,6,4946,746,38,123,214,5269,741,57,5721,346,5824,243,Sangareddy,Jun,Q1,2020
429,2020-06-01,17654,1168,26,26,14877,3388,0,51,558,15414,3139,321,17561,1313,18367,507,Medchal_Malkajgiri,Jun,Q1,2020
430,2020-06-01,16496,879,67,40,14428,2675,26,2,351,14696,2462,324,15978,1504,17142,340,Hyderabad,Jun,Q1,2020
431,2020-06-01,2455,529,0,0,2343,141,9,310,181,2825,142,17,2923,61,2805,179,Yadadri Bhuvanagiri,Jun,Q1,2020
432,2020-06-01,1027,147,0,0,989,47,35,8,95,1080,86,8,1150,24,1044,130,Kumurambheem Asifabad,Jun,Q1,2020
433,2020-06-01,3584,644,0,6,3274,367,35,333,225,3827,370,37,4095,139,3979,255,Karimnagar,Jun,Q1,2020
434,2020-06-01,2102,341,0,0,2039,87,22,182,113,2334,103,6,2391,52,2323,120,Wanaparthy,Jun,Q1,2020
435,2020-06-01,5884,1385,0,0,5556,407,34,622,650,6759,406,104,7131,138,6602,667,Nalgonda,Jun,Q1,2020
436,2020-06-01,2367,311,0,2,2211,174,52,47,196,2440,204,36,2592,88,2432,248,Mancherial,Jun,Q1,2020
437,2020-06-01,4177,411,2,0,3970,243,63,157,157,4273,281,36,4434,156,4387,203,Vikarabad,Jun,Q1,2020
438,2020-06-01,2454,420,2,0,2308,191,18,207,152,2655,198,23,2751,125,2712,164,Peddapalli,Jun,Q1,2020
439,2020-06-01,2115,221,0,0,2065,61,4,142,64,2267,61,8,2288,48,2275,61,Jogulamba Gadwal,Jun,Q1,2020
440,2020-06-01,3765,455,2,2,3605,190,20,278,131,4014,199,11,4128,96,4081,143,Jagtial,Jun,Q1,2020
441,2020-06-01,2172,303,0,2,2070,129,18,122,138,2325,141,11,2445,32,2327,150,Nirmal,Jun,Q1,2020
442,2020-06-01,2667,583,2,0,2555,145,23,299,230,3078,150,24,3194,58,3024,228,Nagarkurnool,Jun,Q1,2020
443,2020-06-01,3742,675,0,6,3577,195,16,452,183,4204,179,40,4284,139,4256,167,Siddipet,Jun,Q1,2020
444,2020-06-01,4612,565,4,0,4402,270,55,236,218,4844,306,31,5048,133,4921,260,Mahabubnagar,Jun,Q1,2020
445,2020-06-01,2482,690,0,0,2377,122,25,527,121,3017,146,9,3088,84,3034,138,Jayashankar Bhupalpally,Jun,Q1,2020
446,2020-06-01,2037,461,0,2,1964,77,18,286,155,2403,83,14,2454,46,2345,155,Jangoan,Jun,Q1,2020
447,2020-06-01,1718,333,0,0,1637,88,10,138,178,1951,94,6,1989,62,1871,180,Rajanna Sircilla,Jun,Q1,2020
448,2020-06-01,3875,1320,2,0,3713,191,30,673,590,4934,203,60,5119,78,4594,603,Suryapet,Jun,Q1,2020
449,2020-06-01,14811,913,36,24,11944,3373,0,32,435,12334,3179,271,14478,1306,15383,401,Rangareddy,Jun,Q1,2020
450,2020-06-01,3375,349,0,0,3237,134,28,170,155,3552,150,22,3644,80,3549,175,Kamareddy,Jun,Q1,2020
451,2020-07-01,1572,251,0,0,1484,68,8,75,188,1747,69,7,1786,37,1649,174,Rajanna Sircilla,Jul,Q2,2020
452,2020-07-01,13184,1268,58,50,10036,3827,0,19,678,10596,3571,393,13225,1335,13969,591,Rangareddy,Jul,Q2,2020
453,2020-07-01,1583,396,4,0,1509,99,8,220,147,1874,103,6,1927,56,1867,116,Wanaparthy,Jul,Q2,2020
454,2020-07-01,14616,943,46,51,12380,2743,25,5,503,12825,2492,339,14186,1470,15165,491,Hyderabad,Jul,Q2,2020
455,2020-07-01,15405,1393,60,54,12404,3746,0,40,722,13107,3435,370,15677,1235,16251,661,Medchal_Malkajgiri,Jul,Q2,2020
456,2020-07-01,4803,493,4,2,4037,833,30,93,309,4417,778,107,5005,297,4995,307,Sangareddy,Jul,Q2,2020
457,2020-07-01,1716,377,2,0,1617,113,16,114,235,1960,119,16,2029,66,1874,221,Medak,Jul,Q2,2020
458,2020-07-01,5250,573,8,6,4851,468,56,179,283,5301,504,32,5743,94,5528,309,Nizamabad,Jul,Q2,2020
459,2020-07-01,1225,125,4,0,1195,46,42,7,64,1260,88,4,1333,21,1248,106,Kumurambheem Asifabad,Jul,Q2,2020
460,2020-07-01,4358,657,6,10,4011,445,29,331,215,4528,430,73,4868,163,4801,230,Khammam,Jul,Q2,2020
461,2020-07-01,2390,558,0,4,2288,114,26,138,386,2790,135,27,2903,49,2554,398,Mahabubabad,Jul,Q2,2020
462,2020-07-01,2894,434,0,0,2619,318,70,189,132,2934,345,49,3228,100,3130,198,Bhadradri Kothagudem,Jul,Q2,2020
463,2020-07-01,1975,149,0,2,1878,115,59,10,64,1946,172,8,2085,41,2005,121,Adilabad,Jul,Q2,2020
464,2020-07-01,5468,914,2,2,4983,593,47,365,398,5706,593,87,6197,189,5990,396,Warangal,Jul,Q2,2020
465,2020-07-01,2145,369,4,2,1952,233,4,134,197,2265,220,35,2446,74,2354,166,Yadadri Bhuvanagiri,Jul,Q2,2020
466,2020-07-01,3085,368,4,0,2929,167,34,144,183,3248,187,22,3374,83,3243,214,Kamareddy,Jul,Q2,2020
467,2020-07-01,3109,1055,0,0,2904,248,18,475,519,3827,245,92,4051,113,3643,521,Suryapet,Jul,Q2,2020
468,2020-07-01,1622,311,0,0,1551,79,14,172,117,1833,89,11,1890,43,1818,115,Jangoan,Jul,Q2,2020
469,2020-07-01,1926,514,0,0,1827,117,35,346,115,2283,141,16,2366,74,2296,144,Jayashankar Bhupalpally,Jul,Q2,2020
470,2020-07-01,3802,618,6,4,3570,294,38,202,326,4084,306,40,4265,165,4098,332,Mahabubnagar,Jul,Q2,2020
471,2020-07-01,2643,472,6,7,2308,383,10,194,233,2729,365,34,2983,145,2897,231,Karimnagar,Jul,Q2,2020
472,2020-07-01,2493,641,0,0,2374,147,21,278,314,2964,163,7,3048,86,2841,293,Nagarkurnool,Jul,Q2,2020
473,2020-07-01,2489,348,22,2,2337,185,21,166,152,2651,198,12,2802,59,2698,163,Nirmal,Jul,Q2,2020
474,2020-07-01,2751,567,2,5,2581,216,11,328,189,3096,201,28,3189,136,3186,139,Siddipet,Jul,Q2,2020
475,2020-07-01,2193,255,6,2,2153,65,6,141,91,2383,58,15,2386,70,2380,76,Jogulamba Gadwal,Jul,Q2,2020
476,2020-07-01,2035,341,2,0,1829,220,11,152,166,2124,223,31,2291,87,2209,169,Peddapalli,Jul,Q2,2020
477,2020-07-01,3178,462,1,2,2971,255,69,114,234,3313,296,34,3536,107,3351,292,Vikarabad,Jul,Q2,2020
478,2020-07-01,2177,385,0,0,1975,220,33,85,249,2296,235,31,2496,66,2282,280,Mancherial,Jul,Q2,2020
479,2020-07-01,4383,1071,0,0,4099,385,8,415,547,5011,354,89,5312,142,4931,523,Nalgonda,Jul,Q2,2020
480,2020-07-01,3466,379,6,0,3294,204,15,226,112,3632,204,15,3754,97,3738,113,Jagtial,Jul,Q2,2020
481,2020-08-01,4356,627,0,0,3926,508,10,211,328,4440,485,58,4853,130,4677,306,Nalgonda,Aug,Q2,2020
482,2020-08-01,2045,211,7,2,1842,234,32,32,125,1993,234,38,2204,61,2108,157,Mancherial,Aug,Q2,2020
483,2020-08-01,3337,344,4,0,3018,364,44,111,148,3267,380,38,3559,126,3505,180,Vikarabad,Aug,Q2,2020
484,2020-08-01,2261,295,0,2,2006,265,12,79,196,2262,259,37,2484,74,2358,200,Peddapalli,Aug,Q2,2020
485,2020-08-01,1856,170,2,0,1799,75,4,88,62,1949,69,10,1969,59,1978,50,Jogulamba Gadwal,Aug,Q2,2020
486,2020-08-01,1439,280,0,0,1359,78,10,159,113,1627,82,10,1669,50,1609,110,Jangoan,Aug,Q2,2020
487,2020-08-01,2580,245,6,0,2443,162,19,100,107,2646,173,12,2780,51,2723,108,Nirmal,Aug,Q2,2020
488,2020-08-01,2079,404,4,0,1949,151,10,164,213,2318,159,10,2429,58,2292,195,Nagarkurnool,Aug,Q2,2020
489,2020-08-01,2815,454,0,2,2584,262,6,254,165,2997,232,42,3165,106,3123,148,Siddipet,Aug,Q2,2020
490,2020-08-01,3483,464,4,0,3258,290,29,122,252,3622,299,30,3797,154,3683,268,Mahabubnagar,Aug,Q2,2020
491,2020-08-01,1576,235,0,0,1456,133,11,147,64,1651,135,25,1753,58,1738,73,Jayashankar Bhupalpally,Aug,Q2,2020
492,2020-08-01,2830,561,2,0,2653,219,16,204,301,3124,211,58,3302,91,3092,301,Suryapet,Aug,Q2,2020
493,2020-08-01,3347,319,0,0,3140,240,16,144,126,3410,248,8,3555,111,3536,130,Jagtial,Aug,Q2,2020
494,2020-08-01,3066,397,2,4,2691,423,22,106,227,3016,425,28,3344,125,3240,229,Karimnagar,Aug,Q2,2020
495,2020-08-01,1026,71,0,0,970,64,22,10,31,1006,86,5,1067,30,1044,53,Kumurambheem Asifabad,Aug,Q2,2020
496,2020-08-01,5147,601,2,0,4421,669,21,169,470,5022,653,75,5539,211,5271,479,Warangal,Aug,Q2,2020
497,2020-08-01,1853,153,2,0,1703,171,37,21,76,1785,200,23,1978,30,1899,109,Adilabad,Aug,Q2,2020
498,2020-08-01,2333,360,0,2,2008,379,34,99,175,2254,399,42,2581,114,2486,209,Bhadradri Kothagudem,Aug,Q2,2020
499,2020-08-01,2071,248,0,6,1940,139,13,64,169,2157,144,24,2268,57,2149,176,Mahabubabad,Aug,Q2,2020
500,2020-08-01,3839,557,0,12,3424,533,37,185,229,3806,528,74,4208,200,4152,256,Khammam,Aug,Q2,2020
501,2020-08-01,5665,629,19,13,5208,532,35,266,285,5751,535,40,6208,118,6101,225,Nizamabad,Aug,Q2,2020
502,2020-08-01,1813,257,2,4,1631,194,14,106,131,1862,191,23,1985,91,1946,130,Medak,Aug,Q2,2020
503,2020-08-01,4949,419,14,20,4149,955,27,59,212,4388,873,139,5097,305,5192,210,Sangareddy,Aug,Q2,2020
504,2020-08-01,17290,1470,62,62,13809,4198,0,24,853,14618,3806,460,17388,1496,18097,787,Medchal_Malkajgiri,Aug,Q2,2020
505,2020-08-01,18461,1145,59,78,15659,3478,47,4,555,16091,3173,479,17994,1749,19197,546,Hyderabad,Aug,Q2,2020
506,2020-08-01,1570,278,0,0,1504,77,9,156,102,1759,84,5,1794,54,1741,107,Wanaparthy,Aug,Q2,2020
507,2020-08-01,14438,1228,48,28,10924,4166,0,21,631,11492,3871,369,14338,1404,15181,561,Rangareddy,Aug,Q2,2020
508,2020-08-01,1740,168,0,0,1649,108,2,57,92,1796,99,13,1848,60,1820,88,Rajanna Sircilla,Aug,Q2,2020
509,2020-08-01,2426,328,1,4,2130,275,14,137,203,2451,266,42,2655,104,2568,191,Yadadri Bhuvanagiri,Aug,Q2,2020
510,2020-08-01,3006,302,0,0,2785,235,8,142,138,3055,217,36,3186,122,3184,124,Kamareddy,Aug,Q2,2020
511,2020-09-01,13486,1562,16,45,9798,4475,0,31,805,10544,4079,476,13572,1537,14379,730,Rangareddy,Sep,Q2,2020
512,2020-09-01,1237,316,0,0,1131,113,12,170,127,1426,121,6,1512,41,1429,124,Wanaparthy,Sep,Q2,2020
513,2020-09-01,1792,321,2,0,1693,107,4,151,160,2002,98,15,2054,61,1957,158,Rajanna Sircilla,Sep,Q2,2020
514,2020-09-01,1538,530,0,0,1417,146,15,307,183,1903,142,23,2011,57,1886,182,Jangoan,Sep,Q2,2020
515,2020-09-01,1801,370,4,2,1622,190,18,226,121,1954,192,31,2088,89,2046,131,Jayashankar Bhupalpally,Sep,Q2,2020
516,2020-09-01,2770,619,4,2,2456,353,27,188,371,3002,343,50,3263,132,3033,362,Mahabubnagar,Sep,Q2,2020
517,2020-09-01,2648,701,0,20,2420,272,22,442,213,3070,247,52,3251,118,3168,201,Siddipet,Sep,Q2,2020
518,2020-09-01,1838,607,0,0,1690,174,22,308,251,2238,182,25,2362,83,2197,248,Nagarkurnool,Sep,Q2,2020
519,2020-09-01,2340,379,5,6,2209,164,10,208,139,2550,173,7,2686,44,2599,131,Nirmal,Sep,Q2,2020
520,2020-09-01,3502,552,4,6,3330,214,17,333,170,3827,215,22,3970,94,3897,167,Jagtial,Sep,Q2,2020
521,2020-09-01,1587,252,0,0,1515,85,6,134,99,1746,81,12,1767,72,1746,93,Jogulamba Gadwal,Sep,Q2,2020
522,2020-09-01,1958,364,0,1,1707,276,11,151,178,2024,257,42,2240,83,2146,177,Peddapalli,Sep,Q2,2020
523,2020-09-01,2795,501,0,2,2476,368,66,195,193,2852,397,49,3125,173,3068,230,Vikarabad,Sep,Q2,2020
524,2020-09-01,2064,297,0,0,1816,275,24,41,205,2056,269,36,2230,131,2136,225,Mancherial,Sep,Q2,2020
525,2020-09-01,3988,1389,0,8,3574,479,26,482,824,4819,480,86,5231,154,4562,823,Nalgonda,Sep,Q2,2020
526,2020-09-01,3186,416,20,4,3037,183,12,211,183,3399,186,41,3539,87,3441,185,Kamareddy,Sep,Q2,2020
527,2020-09-01,3059,685,0,8,2680,488,20,283,281,3219,452,81,3589,163,3477,275,Karimnagar,Sep,Q2,2020
528,2020-09-01,3284,815,6,1,3012,307,36,388,363,3679,313,114,3991,115,3727,379,Suryapet,Sep,Q2,2020
529,2020-09-01,17510,1406,42,198,14757,3431,116,3,849,15418,3235,503,17381,1775,18247,909,Hyderabad,Sep,Q2,2020
530,2020-09-01,16460,1915,23,64,12768,4543,0,41,1110,13831,4101,510,16864,1598,17429,1033,Medchal_Malkajgiri,Sep,Q2,2020
531,2020-09-01,4771,642,4,21,3927,1004,55,143,309,4346,964,126,5096,342,5097,341,Sangareddy,Sep,Q2,2020
532,2020-09-01,5033,914,21,27,4628,509,35,440,383,5429,529,37,5843,152,5641,354,Nizamabad,Sep,Q2,2020
533,2020-09-01,917,149,0,4,876,48,25,6,115,989,71,10,1027,43,933,137,Kumurambheem Asifabad,Sep,Q2,2020
534,2020-09-01,1562,533,4,6,1420,165,20,252,248,1912,172,21,2022,83,1871,234,Medak,Sep,Q2,2020
535,2020-09-01,2113,391,0,4,1983,138,23,116,248,2313,145,50,2419,89,2251,257,Mahabubabad,Sep,Q2,2020
536,2020-09-01,2750,459,2,24,2393,411,40,165,226,2723,453,59,3092,143,2988,247,Bhadradri Kothagudem,Sep,Q2,2020
537,2020-09-01,1286,260,2,6,1154,142,30,28,200,1366,170,18,1512,42,1336,218,Adilabad,Sep,Q2,2020
538,2020-09-01,5426,1072,2,2,4767,801,31,371,532,5617,781,104,6240,262,5976,526,Warangal,Sep,Q2,2020
539,2020-09-01,2052,519,0,4,1781,272,14,310,198,2273,271,31,2497,78,2383,192,Yadadri Bhuvanagiri,Sep,Q2,2020
540,2020-09-01,4474,795,2,33,3939,612,51,235,467,4616,628,60,5081,223,4796,508,Khammam,Sep,Q2,2020
541,2020-10-01,2703,590,0,8,2543,185,24,176,373,3073,193,35,3230,71,2923,378,Mahabubabad,Oct,Q3,2020
542,2020-10-01,8046,1170,8,8,7138,1138,49,404,503,8004,1096,132,8931,301,8704,528,Warangal,Oct,Q3,2020
543,2020-10-01,2512,492,0,0,2321,233,42,69,339,2719,261,24,2955,49,2629,375,Adilabad,Oct,Q3,2020
544,2020-10-01,4425,902,6,2,3774,617,87,263,594,4603,655,77,5112,223,4672,663,Bhadradri Kothagudem,Oct,Q3,2020
545,2020-10-01,6516,1237,4,16,5806,937,77,415,538,6723,957,93,7431,342,7181,592,Khammam,Oct,Q3,2020
546,2020-10-01,25950,1943,76,200,21385,5707,109,0,968,22163,5306,698,25890,2279,27149,1020,Hyderabad,Oct,Q3,2020
547,2020-10-01,7479,1147,19,20,6627,1059,75,464,440,7526,1064,75,8467,198,8188,477,Nizamabad,Oct,Q3,2020
548,2020-10-01,1981,756,3,5,1729,278,77,357,304,2380,328,37,2670,75,2382,363,Medak,Oct,Q3,2020
549,2020-10-01,6978,895,14,54,5502,1733,68,242,396,6109,1665,161,7487,454,7520,421,Sangareddy,Oct,Q3,2020
550,2020-10-01,25090,2651,75,134,18718,7811,0,95,1326,20012,7201,733,25758,2192,26709,1241,Medchal_Malkajgiri,Oct,Q3,2020
551,2020-10-01,4492,827,2,6,3766,862,25,332,342,4413,847,67,5093,234,4981,346,Karimnagar,Oct,Q3,2020
552,2020-10-01,1457,241,0,2,1375,92,49,15,169,1555,131,14,1684,16,1482,218,Kumurambheem Asifabad,Oct,Q3,2020
553,2020-10-01,4925,1464,4,3,4599,407,40,760,590,5892,399,105,6266,130,5784,612,Suryapet,Oct,Q3,2020
554,2020-10-01,3143,599,4,14,2938,270,29,318,205,3451,283,26,3679,81,3543,217,Nirmal,Oct,Q3,2020
555,2020-10-01,2699,410,2,0,2339,374,39,59,300,2685,380,46,2994,117,2785,326,Mancherial,Oct,Q3,2020
556,2020-10-01,3758,702,2,10,3193,681,72,300,226,3709,699,64,4320,152,4199,273,Vikarabad,Oct,Q3,2020
557,2020-10-01,2511,461,4,4,2208,344,33,181,214,2595,356,29,2892,88,2742,238,Peddapalli,Oct,Q3,2020
558,2020-10-01,2019,368,5,2,1883,169,12,191,139,2211,166,17,2325,69,2243,151,Jogulamba Gadwal,Oct,Q3,2020
559,2020-10-01,4230,612,8,2,3917,369,30,356,180,4450,379,23,4710,142,4663,189,Jagtial,Oct,Q3,2020
560,2020-10-01,2495,637,0,2,2242,292,16,330,254,2822,283,27,3057,77,2883,251,Nagarkurnool,Oct,Q3,2020
561,2020-10-01,3336,936,0,22,2942,469,21,596,266,3794,452,48,4137,157,4035,259,Siddipet,Oct,Q3,2020
562,2020-10-01,4884,912,4,2,4420,567,46,330,439,5169,569,64,5650,152,5342,460,Mahabubnagar,Oct,Q3,2020
563,2020-10-01,2430,480,0,0,2170,269,24,325,122,2607,285,18,2807,103,2772,138,Jayashankar Bhupalpally,Oct,Q3,2020
564,2020-10-01,1586,532,0,4,1437,175,8,317,185,1929,179,14,2053,69,1937,185,Jangoan,Oct,Q3,2020
565,2020-10-01,2539,598,0,8,2332,226,20,280,287,2895,225,25,3043,102,2847,298,Rajanna Sircilla,Oct,Q3,2020
566,2020-10-01,4164,635,12,2,3834,382,22,321,254,4368,368,77,4685,128,4552,261,Kamareddy,Oct,Q3,2020
567,2020-10-01,1858,349,0,0,1709,161,15,200,122,2028,172,7,2165,42,2073,134,Wanaparthy,Oct,Q3,2020
568,2020-10-01,7063,1668,0,10,6503,692,40,786,720,7969,673,99,8536,205,8020,721,Nalgonda,Oct,Q3,2020
569,2020-10-01,21573,2165,69,118,15322,7492,0,68,1043,16303,6958,662,21786,2139,22971,954,Rangareddy,Oct,Q3,2020
570,2020-10-01,2771,851,0,6,2398,419,23,491,297,3179,411,38,3515,113,3343,285,Yadadri Bhuvanagiri,Oct,Q3,2020
571,2020-11-01,1848,369,2,4,1722,141,14,132,214,2060,145,18,2151,72,2005,218,Rajanna Sircilla,Nov,Q3,2020
572,2020-11-01,20323,1901,58,58,15561,5795,0,50,934,16427,5393,518,20240,2100,21475,865,Rangareddy,Nov,Q3,2020
573,2020-11-01,2057,301,4,4,1980,100,13,135,138,2233,113,20,2321,45,2225,141,Wanaparthy,Nov,Q3,2020
574,2020-11-01,26280,1799,97,258,22699,4636,189,0,910,23524,4438,468,26017,2417,27369,1065,Hyderabad,Nov,Q3,2020
575,2020-11-01,23989,2296,83,88,19304,5823,0,63,1266,20518,5384,552,24345,2111,25270,1186,Medchal_Malkajgiri,Nov,Q3,2020
576,2020-11-01,6469,768,20,40,5479,1176,80,184,378,6027,1168,102,6838,459,6857,440,Sangareddy,Nov,Q3,2020
577,2020-11-01,2698,550,0,4,2564,161,41,235,251,3044,190,18,3138,114,2976,276,Medak,Nov,Q3,2020
578,2020-11-01,7314,912,20,21,6842,629,101,340,355,7520,692,55,8079,188,7838,429,Nizamabad,Nov,Q3,2020
579,2020-11-01,1095,221,0,2,1029,84,38,14,153,1196,114,8,1282,36,1127,191,Kumurambheem Asifabad,Nov,Q3,2020
580,2020-11-01,2332,479,0,4,2229,127,20,121,318,2643,145,27,2725,90,2483,332,Mahabubabad,Nov,Q3,2020
581,2020-11-01,3204,729,2,0,2875,406,68,182,404,3433,456,46,3754,181,3471,464,Bhadradri Kothagudem,Nov,Q3,2020
582,2020-11-01,2330,339,4,4,2142,226,32,44,233,2409,241,27,2632,45,2418,259,Adilabad,Nov,Q3,2020
583,2020-11-01,7619,1004,6,12,6819,950,34,328,510,7599,951,91,8328,313,8118,523,Warangal,Nov,Q3,2020
584,2020-11-01,3086,622,0,11,2819,286,8,350,256,3403,280,36,3617,102,3479,240,Yadadri Bhuvanagiri,Nov,Q3,2020
585,2020-11-01,4085,634,0,14,3634,557,42,221,279,4120,566,47,4566,167,4428,305,Karimnagar,Nov,Q3,2020
586,2020-11-01,4754,906,0,26,4316,544,72,350,404,4996,576,114,5450,236,5227,459,Khammam,Nov,Q3,2020
587,2020-11-01,3874,441,2,0,3707,190,26,182,212,4063,210,44,4177,140,4090,227,Kamareddy,Nov,Q3,2020
588,2020-11-01,3639,1205,2,4,3351,322,43,599,535,4397,347,106,4724,126,4291,559,Suryapet,Nov,Q3,2020
589,2020-11-01,2386,454,0,0,2205,192,23,285,135,2615,196,29,2758,82,2690,150,Jayashankar Bhupalpally,Nov,Q3,2020
590,2020-11-01,5116,711,18,2,4763,444,32,264,344,5358,444,45,5663,184,5489,358,Mahabubnagar,Nov,Q3,2020
591,2020-11-01,3410,655,2,30,3124,336,24,371,242,3725,331,41,3971,126,3847,250,Siddipet,Nov,Q3,2020
592,2020-11-01,2298,402,6,0,2143,181,8,165,209,2509,179,18,2594,112,2503,203,Nagarkurnool,Nov,Q3,2020
593,2020-11-01,3096,345,8,0,2890,255,12,149,143,3176,259,14,3382,67,3302,147,Nirmal,Nov,Q3,2020
594,2020-11-01,1919,481,4,0,1841,86,12,289,176,2288,96,20,2351,53,2222,182,Jangoan,Nov,Q3,2020
595,2020-11-01,2660,291,6,0,2577,97,4,140,139,2848,89,20,2850,107,2818,139,Jogulamba Gadwal,Nov,Q3,2020
596,2020-11-01,2912,393,5,4,2575,373,22,134,210,2905,364,45,3189,125,3088,226,Peddapalli,Nov,Q3,2020
597,2020-11-01,4472,575,0,4,4110,454,62,269,156,4521,465,65,4881,170,4851,200,Vikarabad,Nov,Q3,2020
598,2020-11-01,2957,430,2,8,2604,377,42,86,288,2956,404,37,3293,104,3075,322,Mancherial,Nov,Q3,2020
599,2020-11-01,5224,1330,2,16,4752,578,35,546,661,5887,574,111,6341,231,5914,658,Nalgonda,Nov,Q3,2020
600,2020-11-01,3754,421,10,2,3516,274,30,220,147,3875,279,33,4061,126,4022,165,Jagtial,Nov,Q3,2020
601,2020-12-01,2254,414,0,2,1850,444,44,61,271,2166,453,51,2549,121,2370,300,Mancherial,Dec,Q3,2020
602,2020-12-01,3361,553,2,0,2932,508,66,273,137,3336,533,47,3751,165,3727,189,Vikarabad,Dec,Q3,2020
603,2020-12-01,1915,350,2,2,1559,345,16,106,243,1887,344,38,2167,102,2034,235,Peddapalli,Dec,Q3,2020
604,2020-12-01,1196,244,0,0,1091,123,9,122,95,1300,118,22,1383,57,1352,88,Jogulamba Gadwal,Dec,Q3,2020
605,2020-12-01,3157,473,0,2,2867,326,25,236,178,3271,339,22,3540,92,3434,198,Jagtial,Dec,Q3,2020
606,2020-12-01,2417,338,8,17,2192,263,26,150,149,2487,273,20,2730,50,2617,163,Nirmal,Dec,Q3,2020
607,2020-12-01,3418,755,4,0,2964,542,42,246,383,3576,550,51,4033,144,3788,389,Mahabubnagar,Dec,Q3,2020
608,2020-12-01,2786,586,30,13,2446,387,29,302,251,2971,430,14,3304,111,3149,266,Siddipet,Dec,Q3,2020
609,2020-12-01,1686,384,2,2,1463,238,10,245,118,1819,223,32,2002,72,1954,120,Jayashankar Bhupalpally,Dec,Q3,2020
610,2020-12-01,1342,404,0,0,1181,167,15,261,122,1548,176,22,1682,64,1628,118,Jangoan,Dec,Q3,2020
611,2020-12-01,3289,416,0,2,3031,291,29,162,194,3365,293,49,3607,100,3516,191,Kamareddy,Dec,Q3,2020
612,2020-12-01,3672,1102,2,8,3138,650,21,404,571,4016,623,145,4607,177,4229,555,Nalgonda,Dec,Q3,2020
613,2020-12-01,1608,458,3,0,1399,232,15,241,182,1820,224,25,1992,77,1882,187,Nagarkurnool,Dec,Q3,2020
614,2020-12-01,2474,953,0,0,2134,391,22,386,494,2946,386,95,3328,99,2951,476,Suryapet,Dec,Q3,2020
615,2020-12-01,1675,368,0,0,1528,155,6,115,239,1880,150,13,1965,78,1806,237,Rajanna Sircilla,Dec,Q3,2020
616,2020-12-01,2198,486,4,31,1890,337,41,241,210,2328,351,36,2606,113,2494,225,Yadadri Bhuvanagiri,Dec,Q3,2020
617,2020-12-01,17409,2107,165,79,11274,7447,0,20,1019,12189,6983,586,17514,2246,18843,917,Rangareddy,Dec,Q3,2020
618,2020-12-01,1351,304,0,2,1214,163,26,125,129,1464,179,14,1588,69,1519,138,Wanaparthy,Dec,Q3,2020
619,2020-12-01,21040,1702,111,227,16472,5598,142,3,865,17242,5290,546,20786,2294,22127,953,Hyderabad,Dec,Q3,2020
620,2020-12-01,19978,2517,86,134,13696,7607,0,41,1371,14969,7158,588,20413,2302,21441,1274,Medchal_Malkajgiri,Dec,Q3,2020
621,2020-12-01,3117,574,6,2,2519,682,30,192,276,2968,694,37,3487,212,3406,293,Karimnagar,Dec,Q3,2020
622,2020-12-01,2199,649,2,2,1971,238,38,303,302,2572,260,20,2698,154,2528,324,Medak,Dec,Q3,2020
623,2020-12-01,5259,850,58,45,3895,1591,65,229,432,4522,1558,132,5782,430,5747,465,Sangareddy,Dec,Q3,2020
624,2020-12-01,885,185,0,0,828,63,22,12,145,980,82,8,1036,34,913,157,Kumurambheem Asifabad,Dec,Q3,2020
625,2020-12-01,3576,863,2,3,2932,805,44,253,410,3542,808,94,4252,192,4016,428,Khammam,Dec,Q3,2020
626,2020-12-01,1658,427,0,1,1452,214,30,84,306,1820,233,33,2001,85,1756,330,Mahabubabad,Dec,Q3,2020
627,2020-12-01,2607,546,2,0,1986,676,28,158,307,2432,638,85,2984,171,2828,327,Bhadradri Kothagudem,Dec,Q3,2020
628,2020-12-01,1783,228,2,2,1566,258,14,32,145,1741,254,20,1956,59,1861,154,Adilabad,Dec,Q3,2020
629,2020-12-01,5554,952,10,2,4621,1101,50,286,460,5311,1128,79,6244,274,6041,477,Warangal,Dec,Q3,2020
630,2020-12-01,6191,709,23,18,5544,806,74,242,275,6044,828,69,6758,183,6636,305,Nizamabad,Dec,Q3,2020
631,2021-01-01,2018,425,6,2,1791,264,46,55,295,2121,302,28,2361,90,2112,339,Mancherial,Jan,Q4,2020
632,2021-01-01,2956,518,13,2,2670,352,105,230,132,3023,429,37,3375,114,3264,225,Vikarabad,Jan,Q4,2020
633,2021-01-01,2076,316,2,0,1797,280,16,121,180,2088,280,26,2287,107,2210,184,Peddapalli,Jan,Q4,2020
