id,month,fuel_type_petrol,fuel_type_diesel,fuel_type_electric,fuel_type_others,vehicleClass_MotorCycle,vehicleClass_MotorCar,vehicleClass_AutoRickshaw,vehicleClass_Agriculture,vehicleClass_others,seatCapacity_1_to_3,seatCapacity_4_to_6,seatCapacity_above_6,brand_new_vehicles,pre_owned_vehicles,category_non_transport,category_transport,district,mmm,quarter,fiscal_year
1347,2022-12-01,885,248,17,102,704,256,117,91,85,868,343,42,1179,74,1056,197,Bhadradri Kothagudem,Dec,Q3,2022
1348,2022-12-01,448,133,20,3,385,95,20,26,78,481,108,15,568,36,507,97,Adilabad,Dec,Q3,2022
1349,2022-12-01,1549,280,92,17,1313,398,62,58,107,1462,418,58,1806,132,1770,168,Nizamabad,Dec,Q3,2022
1350,2022-12-01,954,161,50,65,809,220,64,42,95,917,279,34,1132,98,1073,157,Warangal,Dec,Q3,2022
1351,2023-01-01,20869,1488,2237,191,19770,3862,48,0,1105,20643,3463,673,21059,3726,23647,1138,Hyderabad,Jan,Q4,2022
1352,2023-01-01,1681,465,29,56,1489,253,63,148,278,1899,300,30,2087,144,1896,335,Yadadri Bhuvanagiri,Jan,Q4,2022
1353,2023-01-01,1938,337,91,163,1860,228,203,93,151,2082,405,48,2334,201,2185,350,Warangal,Jan,Q4,2022
1354,2023-01-01,1073,296,41,4,1019,111,41,82,161,1261,137,16,1359,55,1218,196,Adilabad,Jan,Q4,2022
1355,2023-01-01,2105,518,44,196,1996,202,250,176,239,2382,437,42,2713,150,2384,479,Bhadradri Kothagudem,Jan,Q4,2022
1356,2023-01-01,1308,291,18,54,1258,85,76,75,177,1489,154,24,1583,88,1422,249,Mahabubabad,Jan,Q4,2022
1357,2023-01-01,2829,459,209,20,2632,454,146,90,195,2881,580,52,3291,226,3192,325,Nizamabad,Jan,Q4,2022
1358,2023-01-01,733,196,18,4,715,39,41,23,133,868,75,8,909,42,777,174,Kumurambheem Asifabad,Jan,Q4,2022
1359,2023-01-01,1087,298,33,79,962,203,88,56,188,1193,279,25,1400,97,1231,266,Medak,Jan,Q4,2022
1360,2023-01-01,4082,823,254,383,3538,1049,373,203,379,4070,1269,199,4941,601,4807,735,Sangareddy,Jan,Q4,2022
1361,2023-01-01,17231,2433,1599,284,15220,4442,12,30,1843,16794,3976,759,19014,2533,19771,1776,Medchal_Malkajgiri,Jan,Q4,2022
1362,2023-01-01,1919,410,114,100,1643,395,100,51,354,1874,535,124,2339,204,2097,446,Karimnagar,Jan,Q4,2022
1363,2023-01-01,3536,619,105,215,3236,434,251,150,404,3637,715,121,4142,333,3823,652,Khammam,Jan,Q4,2022
1364,2023-01-01,2530,728,91,102,2425,213,114,164,535,3034,335,78,3235,216,2804,647,Suryapet,Jan,Q4,2022
1365,2023-01-01,1550,265,44,11,1386,192,69,57,166,1564,275,31,1777,93,1642,228,Kamareddy,Jan,Q4,2022
1366,2023-01-01,1261,352,26,5,1146,177,90,78,153,1367,240,37,1498,146,1401,243,Mancherial,Jan,Q4,2022
1367,2023-01-01,2092,635,67,212,1876,389,278,210,255,2319,606,83,2801,207,2485,523,Vikarabad,Jan,Q4,2022
1368,2023-01-01,1183,275,50,10,1067,191,42,61,157,1261,223,34,1402,116,1325,193,Peddapalli,Jan,Q4,2022
1369,2023-01-01,1046,221,2,4,997,75,21,103,77,1175,83,15,1194,79,1177,96,Jogulamba Gadwal,Jan,Q4,2022
1370,2023-01-01,1165,171,46,16,1092,143,36,56,71,1209,173,16,1299,99,1291,107,Jagtial,Jan,Q4,2022
1371,2023-01-01,1083,275,47,6,1013,132,32,151,81,1240,144,27,1354,57,1301,110,Nirmal,Jan,Q4,2022
1372,2023-01-01,1313,446,22,34,1156,173,54,113,319,1516,266,31,1699,116,1454,361,Nagarkurnool,Jan,Q4,2022
1373,2023-01-01,1827,374,77,60,1751,216,76,132,167,2036,269,37,2158,184,2104,238,Siddipet,Jan,Q4,2022
1374,2023-01-01,1529,377,47,150,1416,209,209,64,205,1654,373,74,1969,134,1702,401,Mahabubnagar,Jan,Q4,2022
1375,2023-01-01,1040,311,28,18,965,123,30,225,54,1238,131,28,1323,74,1313,84,Jayashankar Bhupalpally,Jan,Q4,2022
1376,2023-01-01,1008,201,12,61,937,87,66,89,103,1110,144,28,1199,83,1115,167,Jangoan,Jan,Q4,2022
1377,2023-01-01,812,143,73,6,759,131,16,41,87,868,141,25,953,81,938,96,Rajanna Sircilla,Jan,Q4,2022
1378,2023-01-01,912,241,22,26,867,84,48,91,111,1062,114,25,1154,47,1050,151,Wanaparthy,Jan,Q4,2022
1379,2023-01-01,3645,780,93,110,3416,380,183,184,465,4023,523,82,4337,291,3988,640,Nalgonda,Jan,Q4,2022
1380,2023-01-01,16854,2234,1582,220,14112,4974,8,34,1762,15466,4533,867,18149,2741,19156,1734,Rangareddy,Jan,Q4,2022
1381,2023-02-01,421,113,4,1,405,20,32,20,62,485,50,4,522,17,445,94,Kumurambheem Asifabad,Feb,Q4,2022
1382,2023-02-01,452,62,19,2,407,59,8,24,37,460,72,3,492,43,490,45,Rajanna Sircilla,Feb,Q4,2022
1383,2023-02-01,941,130,15,14,846,103,38,39,74,934,144,22,1042,58,993,107,Kamareddy,Feb,Q4,2022
1384,2023-02-01,9265,1531,642,122,7012,3486,2,38,1022,7815,3100,634,10214,1346,10597,963,Rangareddy,Feb,Q4,2022
1385,2023-02-01,477,113,9,30,423,65,41,31,69,508,110,11,592,37,525,104,Wanaparthy,Feb,Q4,2022
1386,2023-02-01,10772,946,1048,93,9672,2429,31,0,727,10131,2133,591,11030,1829,12147,712,Hyderabad,Feb,Q4,2022
1387,2023-02-01,9450,1179,846,125,7943,2691,9,3,952,8631,2472,485,10051,1549,10674,926,Medchal_Malkajgiri,Feb,Q4,2022
1388,2023-02-01,2658,442,200,243,2197,717,256,96,277,2532,902,109,3143,400,3026,517,Sangareddy,Feb,Q4,2022
1389,2023-02-01,684,141,21,36,633,95,42,26,86,736,131,15,822,60,756,126,Medak,Feb,Q4,2022
1390,2023-02-01,1436,352,78,106,1297,262,141,90,182,1524,395,53,1834,138,1654,318,Khammam,Feb,Q4,2022
1391,2023-02-01,598,134,6,25,546,55,43,40,79,644,100,19,696,67,643,120,Mahabubabad,Feb,Q4,2022
1392,2023-02-01,1077,279,19,125,957,180,170,68,125,1134,328,38,1402,98,1209,291,Bhadradri Kothagudem,Feb,Q4,2022
1393,2023-02-01,528,140,19,2,505,53,27,33,71,606,75,8,663,26,592,97,Adilabad,Feb,Q4,2022
1394,2023-02-01,866,114,38,66,794,126,73,17,75,868,189,28,995,90,944,141,Warangal,Feb,Q4,2022
1395,2023-02-01,827,213,13,46,702,145,50,69,133,888,185,24,1041,58,921,178,Yadadri Bhuvanagiri,Feb,Q4,2022
1396,2023-02-01,1566,215,66,11,1425,237,68,50,78,1538,286,32,1725,133,1718,140,Nizamabad,Feb,Q4,2022
1397,2023-02-01,1035,334,31,50,937,140,48,80,245,1200,198,51,1333,117,1158,292,Suryapet,Feb,Q4,2022
1398,2023-02-01,436,90,13,27,390,50,31,36,59,469,87,9,534,32,476,90,Jangoan,Feb,Q4,2022
1399,2023-02-01,1021,182,63,43,818,230,58,35,171,938,324,49,1207,105,1087,225,Karimnagar,Feb,Q4,2022
1400,2023-02-01,528,150,10,8,475,76,20,91,34,595,84,17,653,43,642,54,Jayashankar Bhupalpally,Feb,Q4,2022
1401,2023-02-01,933,155,17,111,811,149,127,32,97,914,272,30,1120,96,995,221,Mahabubnagar,Feb,Q4,2022
1402,2023-02-01,938,170,31,37,860,128,37,56,95,994,159,22,1065,111,1048,128,Siddipet,Feb,Q4,2022
1403,2023-02-01,590,121,31,6,560,69,20,55,44,656,82,10,719,29,686,62,Nirmal,Feb,Q4,2022
1404,2023-02-01,647,178,6,16,541,84,31,44,147,689,142,16,807,40,674,173,Nagarkurnool,Feb,Q4,2022
1405,2023-02-01,426,80,5,1,386,58,1,36,31,453,48,11,478,34,481,31,Jogulamba Gadwal,Feb,Q4,2022
1406,2023-02-01,578,109,37,8,525,90,28,21,68,600,119,13,672,60,645,87,Peddapalli,Feb,Q4,2022
1407,2023-02-01,913,237,15,140,814,117,185,71,118,976,306,23,1210,95,1009,296,Vikarabad,Feb,Q4,2022
1408,2023-02-01,728,152,10,7,646,102,44,25,80,738,139,20,814,83,776,121,Mancherial,Feb,Q4,2022
1409,2023-02-01,1415,369,28,74,1205,267,76,130,208,1508,335,42,1765,121,1606,280,Nalgonda,Feb,Q4,2022
1410,2023-02-01,732,108,34,5,692,84,29,30,44,758,110,11,811,68,811,68,Jagtial,Feb,Q4,2022
1411,2023-03-01,3020,844,78,253,2632,543,268,261,491,3275,798,114,3911,284,3445,750,Nalgonda,Mar,Q4,2022
1412,2023-03-01,1097,278,8,15,1014,117,16,112,139,1240,136,22,1308,90,1253,145,Jogulamba Gadwal,Mar,Q4,2022
1413,2023-03-01,1556,340,20,6,1342,265,113,34,168,1516,371,35,1778,144,1642,280,Mancherial,Mar,Q4,2022
1414,2023-03-01,3088,616,91,361,2623,639,425,201,270,3001,1079,78,3869,289,3474,684,Vikarabad,Mar,Q4,2022
1415,2023-03-01,1279,253,57,32,1127,241,68,63,122,1281,301,39,1481,140,1449,172,Peddapalli,Mar,Q4,2022
1416,2023-03-01,1636,207,179,16,1620,231,36,62,89,1752,256,30,1873,165,1927,111,Jagtial,Mar,Q4,2022
1417,2023-03-01,902,193,23,64,782,165,61,71,105,913,220,51,1110,74,1025,159,Jangoan,Mar,Q4,2022
1418,2023-03-01,1560,458,42,49,1342,242,78,158,289,1702,349,56,2015,94,1757,352,Nagarkurnool,Mar,Q4,2022
1419,2023-03-01,2069,431,138,79,1882,380,76,164,217,2206,451,62,2523,196,2434,285,Siddipet,Mar,Q4,2022
1420,2023-03-01,1971,498,57,213,1707,367,269,111,285,2037,657,45,2545,194,2197,542,Mahabubnagar,Mar,Q4,2022
1421,2023-03-01,1271,357,19,24,1130,172,44,247,78,1435,224,12,1583,88,1549,122,Jayashankar Bhupalpally,Mar,Q4,2022
1422,2023-03-01,2013,742,70,132,1736,359,121,208,533,2324,506,127,2759,198,2317,640,Suryapet,Mar,Q4,2022
1423,2023-03-01,1221,269,64,10,1137,173,36,82,136,1340,206,18,1485,79,1400,164,Nirmal,Mar,Q4,2022
1424,2023-03-01,2222,402,191,112,1884,525,157,46,319,2106,691,130,2664,267,2472,459,Karimnagar,Mar,Q4,2022
1425,2023-03-01,21146,3017,2003,224,16085,8036,22,30,2217,17477,7568,1237,22797,3593,24276,2114,Rangareddy,Mar,Q4,2022
1426,2023-03-01,1832,269,107,82,1647,311,116,53,165,1814,395,83,2047,245,2021,271,Warangal,Mar,Q4,2022
1427,2023-03-01,1344,345,60,4,1272,170,69,72,170,1509,224,20,1680,73,1520,233,Adilabad,Mar,Q4,2022
1428,2023-03-01,2161,644,43,173,1852,407,265,202,297,2316,655,52,2794,229,2469,554,Bhadradri Kothagudem,Mar,Q4,2022
1429,2023-03-01,1453,329,25,72,1336,103,90,75,275,1595,237,46,1751,128,1528,351,Mahabubabad,Mar,Q4,2022
1430,2023-03-01,3352,740,175,247,2908,721,302,270,315,3385,995,134,4164,352,3912,604,Khammam,Mar,Q4,2022
1431,2023-03-01,1154,243,4,4,1105,61,56,34,149,1282,108,15,1348,57,1202,203,Kumurambheem Asifabad,Mar,Q4,2022
1432,2023-03-01,3044,444,316,42,2791,624,136,99,196,3032,722,92,3582,264,3526,320,Nizamabad,Mar,Q4,2022
1433,2023-03-01,1455,280,48,97,1255,277,112,75,161,1451,402,27,1758,122,1615,265,Medak,Mar,Q4,2022
1434,2023-03-01,5295,1004,491,679,4279,1677,667,124,724,4883,2248,322,6648,823,6110,1361,Sangareddy,Mar,Q4,2022
1435,2023-03-01,20794,2944,2144,302,17079,6724,31,23,2327,18622,6427,1051,22864,3320,23896,2288,Medchal_Malkajgiri,Mar,Q4,2022
1436,2023-03-01,24112,2169,2606,1848,21501,5792,1684,0,1758,22493,7139,1093,26285,4450,27421,3314,Hyderabad,Mar,Q4,2022
1437,2023-03-01,996,286,20,67,884,137,75,106,167,1123,219,27,1300,69,1129,240,Wanaparthy,Mar,Q4,2022
1438,2023-03-01,886,183,71,12,828,146,17,54,107,966,167,19,1060,92,1030,122,Rajanna Sircilla,Mar,Q4,2022
1439,2023-03-01,1659,472,39,97,1413,289,95,182,288,1829,391,47,2107,160,1889,378,Yadadri Bhuvanagiri,Mar,Q4,2022
1440,2023-03-01,1767,239,32,28,1532,251,65,58,160,1680,344,42,1954,112,1845,221,Kamareddy,Mar,Q4,2022
